0,-0.0293439
2250,0.122219
4500,0.324851
6750,0.258749
9000,0.0790259
11250,0.0070469
13500,0.123035
15750,0.142611
18000,0.185301
20250,0.28408
22500,0.296106
24750,0.193504
27000,0.213706
29250,0.125375
31500,0.250097
33750,0.23199
36000,0.0917866
38250,0.119076
40500,0.242302
42750,0.330538
45000,0.178784
47250,0.231514
49500,0.202442
51750,0.345312
54000,0.243553
56250,0.183709
58500,0.123783
60750,0.215815
63000,0.192688
65250,0.159861
67500,0.179927
69750,0.289073
72000,0.279006
74250,0.0881407
76500,0.0243513
78750,0.314567
81000,0.0178349
83250,0.239703
85500,0.109281
87750,0.180431
90000,0.224453
92250,0.0239976
94500,0.190076
96750,0.102561
99000,0.105336
101250,0.00586335
103500,0.345312
105750,0.211992
108000,0.165534
110250,0.176703
112500,0.123552
114750,0.123334
117000,0.141128
119250,0.172336
121500,0.231908
123750,0.0987246
126000,0.228398
128250,0.0191681
130500,0.0997449
132750,0.0674761
135000,0.0184335
137250,0.00463898
139500,0.112968
141750,0.0542938
144000,0.0247186
146250,0.181165
148500,0.0912832
150750,0.0863585
153000,0.224453
155250,0.28023
157500,0.185097
159750,0.115566
162000,0.108139
164250,0.0473421
166500,0.314131
168750,0.189382
171000,0.144244
173250,0.116573
175500,0.0650002
177750,0.115036
180000,0.227024
182250,0.156487
184500,0.0880046
186750,0.132286
189000,0.0692038
191250,0.129579
193500,0.117158
195750,0.0312485
198000,0.118287
200250,0.127062
202500,0.222685
204750,0.0363636
207000,0.128762
209250,0.0727137
211500,0.131279
213750,0.0512057
216000,0.0962894
218250,0.112778
220500,0.0862497
222750,0.323328
225000,0.177451
227250,0.0972418
229500,0.166813
231750,0.175207
234000,0.163575
236250,0.197885
238500,0.161316
240750,0.19556
243000,0.204512
245250,0.0700745
247500,0.0449206
249750,0.148815
252000,0.420727
254250,0.113233
256500,0.0912934
258750,0.0252083
261000,0.178851
263250,0.0932819
265500,0.142475
267750,0.142115
270000,0.204533
272250,0.109431
274500,0.0711997
276750,0.145093
279000,0.079719
281250,0.152655
283500,0.0588061
285750,0.283155
288000,0.183464
290250,0.239268
292500,0.188164
294750,0.25958
297000,0.22661
299250,0.13751
301500,0.0661641
303750,0.13871
306000,0.132167
308250,0.16202
310500,0.231051
312750,0.0751216
315000,0.114519
317250,0.180292
319500,0.195449
321750,0.072496
324000,0.0174567
326250,0.170275
328500,0.143332
330750,0.0614903
333000,0.257729
335250,0.0199401
337500,0.0939365
339750,0.369917
342000,0.172078
344250,0.370476
346500,0.102792
348750,0.0870523
351000,0.0620753
353250,0.135088
355500,0.0902799
357750,0.201993
360000,0.244791
362250,0.03903
364500,0.0658844
366750,0.136027
369000,0.203109
371250,0.133019
373500,0.10569
375750,0.20134
378000,0.129878
380250,0.188893
382500,0.18015
384750,0.259886
387000,0.18987
389250,0.168052
391500,0.177991
393750,0.0374192
396000,0.10033
398250,0.288161
400500,0.137659
402750,0.229419
405000,0.170622
407250,0.00878822
409500,0.270113
411750,0.213556
414000,0.0744142
416250,0.133893
418500,0.0418189
420750,0.0910365
423000,0.0905622
425250,0.162637
427500,0.125062
429750,0.106356
432000,0.273058
434250,0.110043
436500,0.120627
438750,0.113588
441000,0.129826
443250,0.131823
445500,0.130953
447750,0.15474
450000,0.188032
452250,0.243295
454500,0.112036
456750,0.0722103
459000,0.0406625
461250,0.132463
463500,0.0866714
465750,0.254736
468000,0.0862497
470250,0.10867
472500,0.0257284
474750,0.299765
477000,0.123937
479250,0.277604
481500,0.147713
483750,0.208564
486000,0.205425
488250,0.0934462
490500,0.271034
492750,0.107649
495000,0.299765
497250,0.0519947
499500,0.0980716
501750,0.0423027
504000,0.0948339
506250,0.109797
508500,0.127919
510750,0.0571699
513000,0.0997449
515250,0.0479147
517500,0.045043
519750,0.0613815
522000,0.121843
524250,0.241975
526500,0.127378
528750,0.0606793
531000,0.177846
533250,0.261781
535500,0.282995
537750,0.162368
540000,0.127601
542250,0.0472605
544500,0.206822
546750,0.0658844
549000,0.267292
551250,0.231908
553500,0.0399675
555750,0.104085
558000,0.24293
560250,0.0726865
562500,0.214291
564750,0.131823
567000,0.230169
569250,0.134144
571500,0.151726
573750,0.0269823
576000,0.368372
578250,0.108356
580500,0.114587
582750,0.226235
585000,0.0570482
